,company,level,title,yearsofexperience,yearsatcompany,tag,gender,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
44001,amazon,L4,Software Engineer,2.0,0.0,Web Development (Front-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
25017,microsoft,other,Software Engineer,3.0,1.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
48691,google,L4,Software Engineer,3.0,0.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
58507,other,L6,Product Manager,8.0,2.0,Product,Male,501.0,0,1,0,0,0,1,0,0,0,0
41268,other,other,Software Engineer,0.0,0.0,Data,Male,623.0,0,1,0,0,0,1,0,0,0,0
47243,other,other,Software Engineer,7.0,4.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
48922,microsoft,other,Software Engineering Manager,10.0,5.0,Full Stack,Male,807.0,0,1,0,0,0,0,1,0,0,0
54950,cisco,other,Product Manager,12.0,11.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
36666,other,other,Software Engineer,8.0,0.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
57477,other,other,Software Engineer,5.0,0.0,Web Development (Front-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
31392,other,other,Software Engineer,5.0,0.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
55360,other,Senior Software Engineer,Software Engineer,5.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
54506,other,other,other,10.0,3.0,other,Female,0.0,1,0,0,0,0,1,0,0,0,0
33965,other,other,Software Engineer,3.0,3.0,Full Stack,Female,819.0,1,0,0,0,0,1,0,0,0,0
36024,other,other,Data Scientist,12.0,5.0,ML / AI,Male,670.0,0,1,0,0,0,1,0,0,0,0
61794,other,other,Technical Program Manager,8.0,3.0,other,Female,512.0,1,0,0,0,0,0,1,0,0,0
39934,other,other,Software Engineer,4.0,2.0,Web Development (Front-End),Male,501.0,0,1,0,0,0,1,0,0,0,0
41679,other,L6,Software Engineering Manager,18.0,0.0,Data,Male,517.0,0,1,0,0,0,1,0,0,0,0
28837,other,L2,Software Engineer,5.0,1.0,Web Development (Front-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
36354,amazon,L4,Data Scientist,0.0,0.0,other,Male,819.0,0,0,1,0,0,1,0,0,0,0
43498,other,other,Software Engineer,4.0,0.0,ML / AI,Other,807.0,0,0,1,0,0,0,1,0,0,0
53933,amazon,other,Software Engineer,7.0,6.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
44207,google,L3,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
44870,other,other,Software Engineer,9.0,4.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
33138,other,other,Hardware Engineer,1.0,1.0,other,Male,807.0,0,0,1,0,0,1,0,0,0,0
56381,other,other,Software Engineer,8.0,1.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
28701,microsoft,other,Software Engineering Manager,28.0,28.0,Data,Male,819.0,1,0,0,0,0,0,0,0,1,0
58014,cisco,other,Software Engineer,21.0,21.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
28957,other,other,Software Engineer,20.0,5.0,other,Male,641.0,1,0,0,0,0,0,1,0,0,0
30427,other,other,other,7.0,7.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
55348,other,other,Software Engineer,2.0,2.0,Full Stack,Female,751.0,0,1,0,0,0,0,1,0,0,0
49653,other,L3,Software Engineer,1.0,1.0,API Development (Back-End),Male,623.0,0,1,0,0,0,1,0,0,0,0
30025,other,L2,Software Engineer,2.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,0,0,0,0,1
44803,other,Senior Software Engineer,Software Engineer,5.0,0.0,Full Stack,Female,501.0,0,1,0,0,0,1,0,0,0,0
50190,amazon,L5,Software Engineer,2.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
30326,facebook,IC4,Data Scientist,5.0,0.0,Data,Male,807.0,0,1,0,0,0,0,0,1,0,0
41018,other,other,Software Engineer,3.0,0.0,other,Male,820.0,1,0,0,0,0,1,0,0,0,0
52763,amazon,L5,Data Scientist,3.0,0.0,other,Female,819.0,1,0,0,0,0,0,1,0,0,0
49432,google,L4,Software Engineer,2.0,2.0,Full Stack,Female,807.0,0,1,0,0,0,1,0,0,0,0
44534,other,other,Software Engineer,2.0,2.0,API Development (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
33174,other,other,Software Engineer,10.0,1.0,other,Female,670.0,1,0,0,0,0,1,0,0,0,0
61135,other,other,Software Engineer,9.0,9.0,API Development (Back-End),Male,511.0,0,1,0,0,0,1,0,0,0,0
58017,other,other,Software Engineer,4.0,4.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
45768,oracle,L4,Software Engineer,25.0,2.0,Distributed Systems (Back-End),Male,819.0,0,0,0,0,1,0,1,0,0,0
61410,other,other,Software Engineer,2.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
48834,other,other,Management Consultant,2.0,2.0,other,Male,524.0,0,1,0,0,0,0,1,0,0,0
55483,other,other,Software Engineer,8.0,8.0,ML / AI,Male,635.0,0,0,1,0,0,0,1,0,0,0
34105,other,other,Software Engineer,2.0,2.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
56282,other,other,Software Engineering Manager,18.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
25369,apple,other,Software Engineer,2.0,2.0,ML / AI,Male,807.0,1,0,0,0,0,1,0,0,0,0
39100,salesforce,other,Software Engineer,30.0,14.0,Distributed Systems (Back-End),Male,539.0,0,1,0,0,0,0,1,0,0,0
43116,other,other,Product Manager,9.0,5.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
45510,other,L2,Software Engineer,9.0,9.0,API Development (Back-End),Male,820.0,1,0,0,0,0,1,0,0,0,0
51647,microsoft,other,Product Manager,6.0,4.0,other,Male,819.0,1,0,0,0,0,0,1,0,0,0
54359,other,L2,Software Engineer,4.0,0.0,API Development (Back-End),Male,803.0,0,1,0,0,0,0,0,0,1,0
28450,other,L4,Technical Program Manager,10.0,1.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,0,0,0,0,1
53365,other,other,Software Engineer,6.0,1.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
30234,other,other,Software Engineering Manager,4.0,2.0,other,Male,807.0,0,0,0,1,0,0,1,0,0,0
23972,facebook,other,Software Engineer,1.0,1.0,ML / AI,Male,819.0,1,0,0,0,0,1,0,0,0,0
51687,apple,other,Technical Program Manager,6.0,0.0,other,Male,807.0,1,0,0,0,0,0,0,0,1,0
46110,other,other,Software Engineer,2.0,2.0,Web Development (Front-End),Male,753.0,0,1,0,0,0,0,0,0,0,1
49541,amazon,other,Software Engineering Manager,13.0,0.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
54779,other,other,Software Engineer,7.0,6.0,other,Male,641.0,0,1,0,0,0,0,1,0,0,0
35838,other,L2,other,5.0,3.0,other,Female,807.0,0,1,0,0,0,0,0,0,0,1
37978,microsoft,other,Software Engineer,16.0,15.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
60763,other,L2,Product Designer,2.0,2.0,User Experience (UX),Female,506.0,1,0,0,0,0,0,1,0,0,0
48220,other,Senior Software Engineer,Software Engineer,5.0,1.0,Full Stack,Male,501.0,0,1,0,0,0,0,1,0,0,0
44164,other,L7,Product Manager,5.0,3.0,Technical,Male,753.0,0,1,0,0,0,0,1,0,0,0
39023,other,L4,Technical Program Manager,4.0,1.0,Data,Male,0.0,1,0,0,0,0,1,0,0,0,0
25611,other,other,Product Designer,6.0,1.0,other,Male,504.0,0,1,0,0,0,0,1,0,0,0
49523,other,other,Software Engineer,9.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
49382,other,other,Software Engineer,0.0,0.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
37218,oracle,L1,Hardware Engineer,1.0,1.0,other,Female,506.0,0,1,0,0,0,0,1,0,0,0
58310,other,other,Software Engineer,4.0,0.0,Web Development (Front-End),Male,501.0,1,0,0,0,0,1,0,0,0,0
38175,other,other,Software Engineer,7.0,1.0,Full Stack,Female,0.0,0,1,0,0,0,1,0,0,0,0
40871,salesforce,L6,Business Analyst,5.0,3.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
47974,other,L3,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
37667,other,other,Software Engineer,1.0,0.0,Full Stack,Male,803.0,0,1,0,0,0,0,1,0,0,0
49748,other,other,Management Consultant,10.0,5.0,other,Male,524.0,1,0,0,0,0,0,1,0,0,0
56300,other,L3,Software Engineer,5.0,0.0,API Development (Back-End),Male,670.0,1,0,0,0,0,1,0,0,0,0
42956,other,other,Software Engineer,0.0,0.0,API Development (Back-End),Male,501.0,0,0,0,0,1,1,0,0,0,0
34737,other,L1,Software Engineer,0.0,0.0,DevOps,Male,501.0,0,1,0,0,0,0,0,0,0,1
57421,facebook,IC4,Software Engineer,5.0,3.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
48627,salesforce,other,Software Engineer,15.0,2.0,Full Stack,Male,other,0,1,0,0,0,0,1,0,0,0
41604,microsoft,other,Software Engineer,2.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,0,0,1,0
44009,microsoft,other,Software Engineer,12.0,7.0,Web Development (Front-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
27490,google,L4,Software Engineer,6.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,1,0,0,0,0
35204,other,other,Solution Architect,14.0,5.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
33730,amazon,L6,Technical Program Manager,16.0,0.0,other,Male,other,1,0,0,0,0,0,1,0,0,0
33261,other,other,other,13.0,3.0,other,Male,501.0,0,1,0,0,0,1,0,0,0,0
61037,facebook,other,Software Engineer,5.0,0.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
28224,other,other,Business Analyst,0.0,0.0,Data,Male,0.0,0,1,0,0,0,1,0,0,0,0
61754,other,L1,Software Engineer,4.0,0.0,Full Stack,Female,819.0,0,1,0,0,0,1,0,0,0,0
35906,microsoft,other,Software Engineer,7.0,5.0,ML / AI,Male,819.0,1,0,0,0,0,1,0,0,0,0
45502,other,L7,Software Engineer,14.0,2.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
35547,other,L6,other,15.0,2.0,other,Female,807.0,0,0,1,0,0,0,0,0,1,0
26101,amazon,other,Software Engineer,2.0,0.0,API Development (Back-End),Male,613.0,0,1,0,0,0,1,0,0,0,0
44342,other,other,Software Engineering Manager,15.0,6.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
26518,other,other,Software Engineer,2.0,1.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
35221,other,other,Software Engineer,6.0,1.0,other,Male,751.0,0,1,0,0,0,0,1,0,0,0
46909,microsoft,other,Software Engineer,3.0,0.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
44295,google,L4,Software Engineer,4.0,3.0,ML / AI,Male,807.0,1,0,0,0,0,1,0,0,0,0
60294,amazon,L5,Software Engineer,5.0,0.0,ML / AI,Male,0.0,1,0,0,0,0,1,0,0,0,0
55193,amazon,L5,Software Engineer,11.0,4.0,Full Stack,Male,0.0,1,0,0,0,0,0,1,0,0,0
56080,other,other,Software Engineer,11.0,6.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
54580,microsoft,other,Technical Program Manager,20.0,11.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
56966,other,other,Software Engineer,5.0,0.0,Full Stack,Male,825.0,1,0,0,0,0,1,0,0,0,0
26264,other,other,Business Analyst,5.0,5.0,other,Male,623.0,0,1,0,0,0,1,0,0,0,0
24433,other,other,Software Engineer,15.0,0.0,other,Male,803.0,1,0,0,0,0,1,0,0,0,0
27209,microsoft,other,Product Manager,6.0,0.0,Technical,Male,819.0,0,1,0,0,0,0,1,0,0,0
46416,other,L5,Software Engineer,7.0,3.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
35640,other,L2,Product Designer,3.0,1.0,User Experience (UX),Male,0.0,1,0,0,0,0,0,1,0,0,0
25274,google,L4,Software Engineer,3.0,0.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
57366,amazon,L6,Technical Program Manager,17.0,0.0,other,Male,501.0,0,1,0,0,0,0,0,0,0,1
34984,other,other,Technical Program Manager,13.0,7.0,API Development (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
61248,other,other,Product Manager,9.0,1.0,Product,Male,0.0,0,1,0,0,0,1,0,0,0,0
54285,other,L5,Software Engineer,7.0,0.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
41800,other,Senior Software Engineer,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,other,0,1,0,0,0,1,0,0,0,0
60470,other,other,Software Engineer,5.0,2.0,other,Male,0.0,0,0,0,1,0,0,1,0,0,0
40049,facebook,other,Software Engineer,11.0,1.0,Full Stack,Male,0.0,0,0,0,1,0,0,1,0,0,0
56687,other,L5,Technical Program Manager,19.0,19.0,other,Male,819.0,1,0,0,0,0,0,1,0,0,0
61362,other,L2,Software Engineer,0.0,0.0,Data,Male,623.0,0,1,0,0,0,0,0,1,0,0
52673,amazon,L5,Software Engineer,4.0,4.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
25254,google,L4,Software Engineer,6.0,1.0,Full Stack,Male,803.0,1,0,0,0,0,0,1,0,0,0
26115,other,other,Hardware Engineer,17.0,10.0,other,Male,820.0,1,0,0,0,0,1,0,0,0,0
37143,microsoft,other,other,2.0,2.0,other,Female,819.0,0,1,0,0,0,1,0,0,0,0
61093,amazon,L5,Product Manager,3.0,0.0,Product,Female,819.0,1,0,0,0,0,1,0,0,0,0
46377,other,L3,Software Engineer,13.0,2.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
59471,amazon,L4,Software Engineer,0.0,0.0,API Development (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
54721,other,L3,Software Engineer,1.0,1.0,Full Stack,Male,511.0,0,1,0,0,0,0,1,0,0,0
47470,facebook,other,Software Engineer,3.0,0.0,other,Male,807.0,0,0,0,1,0,1,0,0,0,0
54113,other,other,Business Analyst,11.0,0.0,other,Male,616.0,1,0,0,0,0,0,1,0,0,0
58949,ibm,other,Product Manager,2.0,2.0,Product,Female,635.0,1,0,0,0,0,0,0,0,0,1
46687,amazon,L4,Software Engineer,5.0,0.0,Full Stack,Male,807.0,0,1,0,0,0,0,1,0,0,0
40393,intel,other,Software Engineer,11.0,9.0,DevOps,Male,820.0,0,1,0,0,0,0,1,0,0,0
43800,other,L1,Software Engineer,0.0,0.0,API Development (Back-End),Female,506.0,1,0,0,0,0,1,0,0,0,0
53172,other,L2,other,1.0,1.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
35039,other,other,Solution Architect,0.0,0.0,other,Male,803.0,0,1,0,0,0,1,0,0,0,0
42209,other,L5,Data Scientist,5.0,5.0,other,Male,506.0,0,0,1,0,0,0,1,0,0,0
23717,amazon,L4,Software Engineer,2.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
49646,other,other,Product Manager,0.0,0.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
55717,salesforce,other,Software Engineer,5.0,5.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
28378,other,other,Product Manager,6.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
42242,other,other,Product Designer,5.0,2.0,User Experience (UX),Female,501.0,0,1,0,0,0,1,0,0,0,0
46553,amazon,L7,other,15.0,4.0,other,Female,819.0,1,0,0,0,0,1,0,0,0,0
35316,microsoft,other,Software Engineer,11.0,2.0,Web Development (Front-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
61303,other,other,Software Engineer,8.0,4.0,Data,Male,0.0,0,1,0,0,0,1,0,0,0,0
28060,intel,other,Hardware Engineer,15.0,15.0,other,Male,820.0,1,0,0,0,0,0,1,0,0,0
40681,google,L4,Software Engineer,2.0,2.0,Full Stack,Female,807.0,0,0,1,0,0,1,0,0,0,0
59781,other,L3,Software Engineer,14.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
52617,other,other,Software Engineer,0.0,0.0,API Development (Back-End),Male,524.0,0,1,0,0,0,0,0,0,1,0
31741,other,other,other,5.0,2.0,other,Female,501.0,0,1,0,0,0,0,0,0,0,1
35925,other,other,Software Engineer,0.0,0.0,Full Stack,Female,623.0,0,1,0,0,0,0,1,0,0,0
32002,other,other,Software Engineer,2.0,1.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
28964,microsoft,other,other,11.0,4.0,other,Female,0.0,1,0,0,0,0,1,0,0,0,0
61480,google,L5,Software Engineer,5.0,2.0,other,Female,807.0,0,0,1,0,0,1,0,0,0,0
37039,other,L1,Software Engineer,1.0,1.0,Full Stack,Male,803.0,0,1,0,0,0,1,0,0,0,0
52634,other,L4,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
58415,google,L4,Software Engineer,3.0,0.0,Web Development (Front-End),Male,506.0,0,1,0,0,0,0,1,0,0,0
37763,other,other,Hardware Engineer,15.0,8.0,other,Male,807.0,0,1,0,0,0,0,0,1,0,0
26949,microsoft,other,Software Engineer,0.0,0.0,Distributed Systems (Back-End),Female,819.0,1,0,0,0,0,0,1,0,0,0
35474,facebook,other,Software Engineer,7.0,0.0,Data,Male,807.0,1,0,0,0,0,1,0,0,0,0
55561,salesforce,other,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
53618,other,other,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
37212,salesforce,other,Product Designer,20.0,4.0,User Experience (UX),Male,807.0,1,0,0,0,0,0,1,0,0,0
49456,amazon,L4,Software Engineer,3.0,0.0,Full Stack,Female,803.0,1,0,0,0,0,1,0,0,0,0
46384,other,other,Software Engineer,7.0,3.0,Data,Male,807.0,1,0,0,0,0,0,1,0,0,0
46297,other,other,Software Engineer,0.0,0.0,Distributed Systems (Back-End),Female,0.0,0,1,0,0,0,1,0,0,0,0
58998,microsoft,other,Software Engineer,7.0,7.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
53719,other,other,Software Engineer,2.0,2.0,other,Male,517.0,1,0,0,0,0,1,0,0,0,0
44267,other,other,Solution Architect,1.0,1.0,other,Male,825.0,0,0,1,0,0,1,0,0,0,0
36580,google,L4,Software Engineer,3.0,3.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
30311,amazon,L5,Solution Architect,10.0,0.0,other,Male,807.0,0,0,0,0,1,0,1,0,0,0
51103,amazon,L5,other,3.0,3.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
51524,other,other,Software Engineering Manager,13.0,5.0,Full Stack,Male,other,1,0,0,0,0,0,1,0,0,0
59428,other,other,Business Analyst,2.0,0.0,other,Male,other,0,1,0,0,0,1,0,0,0,0
35742,amazon,L5,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
32006,other,other,Software Engineer,4.0,0.0,Web Development (Front-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
33310,other,other,Business Analyst,8.0,3.0,other,Female,807.0,1,0,0,0,0,0,1,0,0,0
31041,apple,other,Hardware Engineer,10.0,1.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
42994,amazon,L6,Data Scientist,10.0,4.0,other,Female,807.0,0,0,1,0,0,0,1,0,0,0
49654,amazon,L5,Software Engineer,4.0,2.0,API Development (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
55291,microsoft,other,Technical Program Manager,12.0,5.0,other,Male,819.0,0,0,0,1,0,0,1,0,0,0
40351,other,other,Business Analyst,4.0,2.0,other,Female,0.0,0,1,0,0,0,0,0,0,0,1
54130,other,other,Product Designer,15.0,2.0,User Experience (UX),Other,803.0,0,1,0,0,0,0,0,1,0,0
56670,other,other,Software Engineer,13.0,5.0,other,Male,807.0,1,0,0,0,0,0,0,1,0,0
57581,other,L2,Software Engineer,3.0,0.0,ML / AI,Other,0.0,1,0,0,0,0,1,0,0,0,0
24947,other,other,Software Engineer,11.0,2.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
48873,microsoft,other,Software Engineer,10.0,1.0,other,Male,819.0,0,0,0,0,1,0,1,0,0,0
28340,facebook,other,Software Engineer,2.0,0.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
31947,apple,other,Business Analyst,2.0,0.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
44614,facebook,other,Software Engineer,11.0,5.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
50771,google,L6,Solution Architect,10.0,5.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
57291,other,other,Software Engineer,3.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
30394,other,other,Software Engineer,10.0,3.0,other,Male,other,0,1,0,0,0,1,0,0,0,0
40858,other,other,Software Engineer,5.0,2.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
40275,other,other,Software Engineer,0.0,0.0,ML / AI,Male,669.0,0,1,0,0,0,1,0,0,0,0
57894,other,L5,Product Designer,20.0,1.0,User Experience (UX),Male,807.0,1,0,0,0,0,1,0,0,0,0
25365,amazon,L5,Software Engineer,3.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
40176,other,other,Software Engineer,1.0,1.0,Full Stack,Male,556.0,0,1,0,0,0,0,1,0,0,0
57024,microsoft,other,Software Engineer,3.0,3.0,Full Stack,Female,819.0,0,1,0,0,0,0,0,0,1,0
39940,other,other,Software Engineering Manager,20.0,2.0,Data,Male,511.0,0,1,0,0,0,1,0,0,0,0
56176,other,other,Hardware Engineer,16.0,0.0,other,Male,825.0,1,0,0,0,0,1,0,0,0,0
29078,other,other,Management Consultant,0.0,0.0,Technical,Male,501.0,0,1,0,0,0,0,1,0,0,0
54179,other,L5,Software Engineer,10.0,2.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
25141,amazon,other,Software Engineer,3.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
38207,other,other,Software Engineer,0.0,0.0,Full Stack,Male,511.0,0,1,0,0,0,1,0,0,0,0
45741,amazon,L6,Product Manager,2.0,2.0,Product,Female,819.0,1,0,0,0,0,1,0,0,0,0
57806,other,L4,Software Engineer,5.0,3.0,Full Stack,Male,501.0,1,0,0,0,0,1,0,0,0,0
59284,intel,other,Hardware Engineer,18.0,11.0,other,Male,820.0,1,0,0,0,0,1,0,0,0,0
37006,other,other,Software Engineer,12.0,3.0,Web Development (Front-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
28762,microsoft,other,Product Designer,6.0,1.0,User Experience (UX),Male,819.0,1,0,0,0,0,1,0,0,0,0
28200,other,other,Product Manager,3.0,0.0,Product,Male,602.0,0,1,0,0,0,1,0,0,0,0
47292,ibm,other,Product Manager,4.0,4.0,Product,Male,560.0,1,0,0,0,0,0,1,0,0,0
31708,amazon,L5,Technical Program Manager,5.0,0.0,other,Female,807.0,1,0,0,0,0,0,1,0,0,0
40357,amazon,L6,Software Engineer,8.0,4.0,ML / AI,Female,506.0,0,0,1,0,0,0,1,0,0,0
33473,google,L4,Software Engineer,5.0,4.0,ML / AI,Male,807.0,0,1,0,0,0,1,0,0,0,0
46987,other,Senior Software Engineer,Software Engineer,2.0,2.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
44096,other,other,Software Engineering Manager,5.0,3.0,API Development (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
25525,other,other,Software Engineer,3.0,0.0,Full Stack,Male,501.0,0,0,0,1,0,0,0,1,0,0
55175,other,other,Data Scientist,0.0,0.0,other,Male,0.0,0,0,1,0,0,0,1,0,0,0
39001,google,L5,Hardware Engineer,12.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
56124,other,other,Management Consultant,8.0,7.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
37159,facebook,E5,Software Engineer,9.0,2.0,ML / AI,Male,0.0,0,1,0,0,0,1,0,0,0,0
29201,other,Senior Software Engineer,Software Engineer,4.0,2.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
26040,microsoft,other,Hardware Engineer,10.0,8.0,other,Male,819.0,1,0,0,0,0,0,0,0,0,1
52151,other,Senior Software Engineer,Software Engineer,10.0,0.0,Web Development (Front-End),Female,511.0,1,0,0,0,0,0,1,0,0,0
57192,other,other,Software Engineer,7.0,5.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
34998,other,L5,Product Manager,14.0,4.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
40556,oracle,other,other,12.0,1.0,other,Female,819.0,0,1,0,0,0,0,1,0,0,0
49681,other,L2,Software Engineer,6.0,1.0,API Development (Back-End),Male,511.0,1,0,0,0,0,1,0,0,0,0
49673,other,other,Data Scientist,16.0,16.0,other,Male,505.0,1,0,0,0,0,1,0,0,0,0
29579,other,other,Software Engineer,7.0,3.0,DevOps,Male,0.0,1,0,0,0,0,0,1,0,0,0
32311,other,other,Product Manager,9.0,1.0,Product,Female,807.0,1,0,0,0,0,1,0,0,0,0
60137,other,other,Data Scientist,8.0,5.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
49639,other,other,Software Engineer,0.0,0.0,Full Stack,Male,501.0,0,1,0,0,0,0,0,0,0,1
60362,other,other,Software Engineer,9.0,0.0,Distributed Systems (Back-End),Male,511.0,0,1,0,0,0,0,1,0,0,0
37893,google,L3,Software Engineer,5.0,2.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,0,0,0,0,1
31606,other,other,Software Engineer,7.0,7.0,Web Development (Front-End),Female,807.0,0,1,0,0,0,1,0,0,0,0
59949,salesforce,other,Business Analyst,11.0,4.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
49528,other,other,Software Engineer,3.0,0.0,ML / AI,Male,807.0,1,0,0,0,0,0,1,0,0,0
27090,microsoft,other,Software Engineer,5.0,5.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
41639,facebook,L3,Technical Program Manager,1.0,1.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
46238,other,other,Software Engineer,12.0,0.0,API Development (Back-End),Female,807.0,1,0,0,0,0,1,0,0,0,0
39527,google,L3,Software Engineer,8.0,2.0,ML / AI,Male,807.0,0,1,0,0,0,0,1,0,0,0
51926,other,other,Data Scientist,15.0,10.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
26333,microsoft,other,Solution Architect,8.0,1.0,other,Male,501.0,0,0,0,1,0,0,1,0,0,0
40001,other,other,Management Consultant,13.0,2.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
51671,amazon,L4,Software Engineer,4.0,0.0,ML / AI,Male,0.0,1,0,0,0,0,1,0,0,0,0
