,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
29079,amazon,other,Software Engineering Manager,410000,8.0,0.0,ML / AI,Female,11470,819.0,0,0,1,0,0,0,0,1,0,0
29081,amazon,L4,Software Engineer,25000,1.0,1.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
29083,google,L5,other,240000,10.0,2.0,other,Male,7322,807.0,0,1,0,0,0,0,1,0,0,0
29086,cisco,other,Solution Architect,170000,5.0,3.0,other,Male,6625,0.0,0,1,0,0,0,1,0,0,0,0
29087,microsoft,other,Software Engineer,212000,7.0,1.0,API Development (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
29088,other,L4,Data Scientist,180000,4.0,2.0,ML / AI,Male,8816,506.0,0,0,1,0,0,1,0,0,0,0
29091,other,other,Software Engineer,188000,24.0,2.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,0,0,1,0
29094,google,L5,Data Scientist,175000,4.0,4.0,ML / AI,Male,12008,0.0,0,1,0,0,0,1,0,0,0,0
29095,other,other,Software Engineer,353000,8.0,8.0,Distributed Systems (Back-End),Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
29096,other,other,Software Engineering Manager,120000,8.0,5.0,other,Male,4015,0.0,0,1,0,0,0,1,0,0,0,0
29101,other,other,Software Engineer,105000,7.0,0.0,Distributed Systems (Back-End),Male,12008,0.0,0,1,0,0,0,1,0,0,0,0
29102,other,other,other,129000,10.0,4.0,other,Female,11527,819.0,0,1,0,0,0,0,1,0,0,0
29104,other,other,Product Designer,216000,3.0,3.0,User Experience (UX),Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
29107,facebook,L3,Software Engineer,175000,0.0,0.0,Full Stack,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
29110,google,L5,Software Engineer,382000,5.0,5.0,Full Stack,Male,7322,807.0,0,0,1,0,0,0,1,0,0,0
29111,other,L1,Software Engineer,121000,1.0,1.0,Data,Male,8816,506.0,1,0,0,0,0,1,0,0,0,0
29116,other,other,other,150000,12.0,10.0,other,Female,7275,803.0,1,0,0,0,0,0,1,0,0,0
29117,amazon,L6,Software Engineering Manager,359000,12.0,0.0,Full Stack,Male,11470,819.0,1,0,0,0,0,1,0,0,0,0
29119,other,other,Management Consultant,190000,20.0,2.0,other,Female,7717,528.0,1,0,0,0,0,0,0,0,0,1
29122,other,L4,Software Engineer,354000,2.0,0.0,Distributed Systems (Back-End),Male,7438,803.0,0,1,0,0,0,0,0,0,1,0
29123,other,other,Software Engineering Manager,250000,22.0,10.0,other,Male,7839,524.0,0,1,0,0,0,0,0,0,0,1
29125,ibm,other,Product Designer,88000,1.0,1.0,User Experience (UX),Female,10965,635.0,0,1,0,0,0,1,0,0,0,0
29126,facebook,other,Software Engineer,168000,0.0,0.0,API Development (Back-End),Male,7300,807.0,0,1,0,0,0,0,0,0,0,1
29128,cisco,L3,Software Engineer,148000,0.0,0.0,Data,Male,10965,635.0,0,1,0,0,0,0,0,0,1,0
29129,intel,other,Hardware Engineer,126000,5.0,5.0,other,Female,10500,820.0,1,0,0,0,0,1,0,0,0,0
29131,facebook,other,Software Engineering Manager,690000,11.0,8.0,Distributed Systems (Back-End),Male,1206,0.0,0,1,0,0,0,1,0,0,0,0
29132,google,L6,Software Engineer,432000,12.0,10.0,other,Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
29134,other,other,Software Engineer,93000,2.0,1.0,API Development (Back-End),Male,15900,0.0,0,1,0,0,0,0,1,0,0,0
29135,other,other,Business Analyst,135000,5.0,1.0,Data,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
29136,amazon,L5,Software Engineer,46000,2.0,2.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
29138,other,other,Software Engineer,41000,7.0,1.0,Distributed Systems (Back-End),Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29139,other,other,Software Engineer,130000,3.0,0.0,Full Stack,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
29141,other,other,Software Engineer,151000,2.0,2.0,Full Stack,Male,7275,803.0,0,1,0,0,0,0,1,0,0,0
29142,other,other,Management Consultant,324000,9.0,4.0,other,Male,8198,602.0,1,0,0,0,0,0,1,0,0,0
29150,apple,other,Software Engineer,200000,10.0,2.0,API Development (Back-End),Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
29152,amazon,other,Software Engineering Manager,336000,12.0,1.0,Full Stack,Male,11527,819.0,1,0,0,0,0,0,0,0,0,1
29154,oracle,IC4,Software Engineer,303000,10.0,2.0,other,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
29155,other,other,Product Manager,185000,6.0,1.0,Product,Male,8198,602.0,0,1,0,0,0,0,1,0,0,0
29157,oracle,other,Business Analyst,119000,11.0,4.0,other,Female,7536,751.0,0,1,0,0,0,0,1,0,0,0
29159,other,other,Software Engineer,61000,0.0,0.0,API Development (Back-End),Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
29161,other,L3,Software Engineer,150000,0.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
29162,other,other,Software Engineer,28000,9.0,2.0,other,Male,4062,0.0,0,1,0,0,0,1,0,0,0,0
29168,amazon,L4,Software Engineer,175000,6.0,1.0,Distributed Systems (Back-End),Male,1320,0.0,0,0,0,1,0,0,0,0,0,1
29169,other,L1,other,46000,1.0,1.0,other,Male,1206,0.0,0,1,0,0,0,1,0,0,0,0
29171,other,other,Management Consultant,105000,2.0,2.0,other,Male,10182,501.0,0,1,0,0,0,0,0,0,0,1
29173,amazon,L4,Software Engineer,162000,4.0,1.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29174,microsoft,other,Product Designer,200000,5.0,2.0,User Experience (UX),Male,11521,819.0,0,1,0,0,0,1,0,0,0,0
29176,other,L5,Software Engineering Manager,490000,17.0,2.0,Full Stack,Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
29178,amazon,other,Software Engineer,220000,20.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,0,0,0,0,1,0,0,0,0,1
29180,other,L2,Software Engineer,284000,3.0,0.0,API Development (Back-End),Male,7419,807.0,0,1,0,0,0,0,0,1,0,0
29184,amazon,L4,Software Engineer,105000,1.0,0.0,Distributed Systems (Back-End),Male,1206,0.0,0,1,0,0,0,0,1,0,0,0
29190,other,L2,Business Analyst,110000,3.0,3.0,other,Female,9592,560.0,0,1,0,0,0,0,1,0,0,0
29192,other,other,Software Engineer,770000,14.0,4.0,other,Male,7427,807.0,1,0,0,0,0,0,1,0,0,0
29193,other,other,Technical Program Manager,260000,12.0,5.0,Data,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
29195,other,L5,Software Engineer,305000,5.0,2.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
29198,cisco,other,Product Manager,29000,10.0,2.0,Technical,Male,13147,0.0,1,0,0,0,0,1,0,0,0,0
29199,amazon,L4,Software Engineer,153000,1.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
29201,other,Senior Software Engineer,Software Engineer,170000,4.0,2.0,other,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29207,other,other,Software Engineering Manager,370000,20.0,14.0,DevOps,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
29210,other,other,Hardware Engineer,112000,16.0,6.0,other,Male,17912,0.0,1,0,0,0,0,1,0,0,0,0
29211,microsoft,other,Software Engineer,175000,1.0,1.0,Distributed Systems (Back-End),Female,11521,819.0,0,1,0,0,0,1,0,0,0,0
29215,other,L4,Software Engineer,30000,3.0,1.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
29219,other,other,Software Engineer,74000,7.0,1.0,Web Development (Front-End),Male,3651,0.0,0,1,0,0,0,0,1,0,0,0
29221,facebook,IC4,other,183000,5.0,2.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29222,other,L5,Product Designer,178000,4.0,1.0,other,Female,7839,524.0,0,1,0,0,0,0,0,0,0,1
29223,facebook,other,other,259000,8.0,1.0,other,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
29226,other,other,Software Engineer,143000,7.0,2.0,Distributed Systems (Back-End),Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
29227,other,IC4,Software Engineer,75000,15.0,15.0,other,Male,6744,0.0,1,0,0,0,0,1,0,0,0,0
29228,microsoft,other,Technical Program Manager,479000,25.0,5.0,Data,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
29229,other,other,Management Consultant,90000,4.0,2.0,Technical,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
29230,other,other,Management Consultant,99000,1.0,1.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
29231,other,other,Software Engineer,69000,1.0,1.0,Distributed Systems (Back-End),Male,12008,0.0,0,1,0,0,0,0,1,0,0,0
29233,other,other,Product Manager,278000,13.0,2.0,Technical,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
29234,ibm,other,Product Manager,122000,1.0,1.0,Product,Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
29236,google,L4,Software Engineer,240000,3.0,3.0,API Development (Back-End),Male,7534,751.0,0,1,0,0,0,0,1,0,0,0
29237,other,other,Software Engineer,91000,17.0,5.0,Distributed Systems (Back-End),Male,4893,0.0,0,1,0,0,0,0,1,0,0,0
29238,apple,other,Software Engineer,195000,3.0,2.0,other,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
29240,other,L2,Business Analyst,100000,5.0,2.0,Product,Male,41897,528.0,0,1,0,0,0,0,0,0,0,1
29242,other,other,Software Engineer,127000,3.0,0.0,Full Stack,Female,7390,803.0,1,0,0,0,0,1,0,0,0,0
29244,other,L3,Product Designer,138000,3.0,0.0,User Experience (UX),Female,11039,623.0,0,1,0,0,0,0,1,0,0,0
29247,oracle,other,Software Engineer,216000,2.0,2.0,Full Stack,Male,10182,501.0,1,0,0,0,0,0,0,0,0,1
29248,other,L3,Software Engineer,144000,0.0,0.0,API Development (Back-End),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
29249,other,other,Data Scientist,255000,23.0,13.0,ML / AI,Male,1222,616.0,1,0,0,0,0,0,1,0,0,0
29250,microsoft,other,Software Engineer,286000,13.0,13.0,Distributed Systems (Back-End),Male,11521,819.0,0,1,0,0,0,1,0,0,0,0
29251,amazon,L4,Software Engineer,192000,0.0,0.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
29252,other,other,Software Engineer,105000,4.0,4.0,Full Stack,Male,7416,825.0,0,0,0,1,0,0,1,0,0,0
29253,other,L2,Software Engineer,165000,4.0,4.0,Web Development (Front-End),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
29256,apple,other,Data Scientist,350000,2.0,1.0,ML / AI,Male,7472,807.0,0,0,1,0,0,1,0,0,0,0
29257,other,Senior Software Engineer,Software Engineer,142000,17.0,2.0,other,Male,7229,803.0,0,0,0,0,1,0,1,0,0,0
29259,other,other,other,55000,6.0,3.0,other,Male,7229,803.0,1,0,0,0,0,0,1,0,0,0
29260,other,other,Software Engineer,105000,5.0,2.0,Distributed Systems (Back-End),Male,10068,839.0,0,1,0,0,0,0,1,0,0,0
29262,other,other,Technical Program Manager,127000,18.0,2.0,other,Male,6580,0.0,1,0,0,0,0,0,1,0,0,0
29263,other,L1,Product Designer,95000,3.0,3.0,User Experience (UX),Female,10965,635.0,1,0,0,0,0,0,1,0,0,0
29264,other,L3,other,103000,10.0,2.0,other,Male,7229,803.0,0,0,0,0,1,0,0,1,0,0
29267,google,L4,Software Engineer,230000,6.0,2.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29268,microsoft,other,Software Engineer,28000,0.0,0.0,API Development (Back-End),Male,6453,0.0,0,1,0,0,0,1,0,0,0,0
29272,other,other,Software Engineer,155000,7.0,1.0,Distributed Systems (Back-End),Male,9920,501.0,1,0,0,0,0,1,0,0,0,0
29273,other,other,Management Consultant,300000,8.0,8.0,other,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
29274,amazon,other,Software Engineering Manager,300000,10.0,2.0,other,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
29276,google,L3,Software Engineer,218000,3.0,0.0,Distributed Systems (Back-End),Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
29285,amazon,other,Software Engineer,30000,1.0,0.0,other,Male,3818,0.0,0,1,0,0,0,0,1,0,0,0
29288,amazon,L4,other,65000,4.0,1.0,other,Female,11527,819.0,0,1,0,0,0,1,0,0,0,0
29292,other,other,Software Engineer,162000,3.0,1.0,other,Male,7416,825.0,0,1,0,0,0,0,0,0,1,0
29296,other,other,Software Engineer,163000,9.0,9.0,Full Stack,Female,11229,641.0,1,0,0,0,0,1,0,0,0,0
29299,amazon,L7,Software Engineer,700000,15.0,2.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
29302,other,L2,Software Engineer,180000,5.0,1.0,Full Stack,Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
29304,google,L6,Product Designer,538000,13.0,12.0,User Experience (UX),Male,10182,501.0,1,0,0,0,0,0,0,0,0,1
29305,facebook,E5,Software Engineer,332000,8.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29306,google,L3,other,77000,5.0,2.0,other,Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
29307,other,other,Software Engineer,132000,2.0,2.0,other,Female,7548,751.0,0,1,0,0,0,0,1,0,0,0
29309,other,other,other,211000,15.0,15.0,other,Male,7472,807.0,1,0,0,0,0,0,1,0,0,0
29314,other,other,Software Engineer,134000,0.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
29315,amazon,L6,Software Engineer,210000,12.0,3.0,Web Development (Front-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
29316,other,other,Product Designer,245000,15.0,1.0,User Experience (UX),Female,10965,635.0,1,0,0,0,0,0,1,0,0,0
29318,microsoft,other,Technical Program Manager,475000,11.0,2.0,other,Male,11521,819.0,0,1,0,0,0,0,0,0,0,1
29322,other,Senior Software Engineer,Software Engineer,341000,3.0,3.0,DevOps,Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
29323,other,other,Software Engineer,239000,15.0,4.0,other,Male,7416,825.0,1,0,0,0,0,1,0,0,0,0
29324,other,other,Software Engineer,11000,2.0,2.0,Distributed Systems (Back-End),Male,6457,0.0,0,1,0,0,0,1,0,0,0,0
29325,microsoft,other,Software Engineer,160000,2.0,1.0,other,Female,11527,819.0,0,1,0,0,0,1,0,0,0,0
29328,other,L2,Business Analyst,120000,4.0,3.0,other,Male,8816,506.0,0,0,1,0,0,1,0,0,0,0
29332,amazon,L6,Software Engineer,310000,10.0,4.0,Distributed Systems (Back-End),Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
29333,other,other,Software Engineer,301000,7.0,5.0,ML / AI,Female,7472,807.0,0,0,1,0,0,1,0,0,0,0
29337,other,L4,Software Engineer,13000,4.0,1.0,API Development (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
29339,other,other,Software Engineer,13000,4.0,4.0,API Development (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
29342,other,other,Software Engineer,55000,6.0,4.0,Full Stack,Male,3807,0.0,0,0,0,0,1,0,1,0,0,0
29347,other,L1,other,50000,2.0,1.0,other,Female,12008,0.0,1,0,0,0,0,0,1,0,0,0
29348,amazon,L4,Software Engineer,99000,0.0,0.0,Full Stack,Male,4015,0.0,1,0,0,0,0,0,1,0,0,0
29350,facebook,E5,Software Engineer,250000,8.0,0.0,API Development (Back-End),Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
29351,other,other,Software Engineer,49000,1.0,1.0,Web Development (Front-End),Male,14917,0.0,0,1,0,0,0,0,0,1,0,0
29358,microsoft,other,Software Engineering Manager,281000,20.0,6.0,other,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
29359,google,L4,Software Engineer,233000,2.0,2.0,ML / AI,Female,7322,807.0,1,0,0,0,0,1,0,0,0,0
29364,other,L3,Software Engineer,210000,19.0,8.0,other,Male,7229,803.0,0,0,1,0,0,0,1,0,0,0
29366,amazon,L1,Software Engineer,199000,0.0,0.0,other,Male,11527,819.0,0,1,0,0,0,0,0,0,1,0
29369,microsoft,other,Software Engineer,165000,3.0,3.0,other,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
29372,other,other,Data Scientist,245000,5.0,3.0,ML / AI,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
29373,amazon,L6,Product Manager,207000,5.0,0.0,other,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29381,amazon,other,Software Engineer,270000,20.0,0.0,Distributed Systems (Back-End),Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
29387,other,L1,Software Engineer,84000,1.0,0.0,Distributed Systems (Back-End),Male,11407,511.0,0,1,0,0,0,0,1,0,0,0
29390,other,other,Software Engineer,93000,5.0,1.0,other,Female,1206,0.0,0,1,0,0,0,0,1,0,0,0
29391,apple,other,other,150000,2.0,0.0,other,Male,7158,807.0,0,1,0,0,0,1,0,0,0,0
29392,other,other,other,88000,1.0,0.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
29393,ibm,other,Software Engineer,125000,2.0,2.0,Full Stack,Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
29394,other,L4,Product Designer,210000,4.0,2.0,other,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
29397,other,Senior Software Engineer,Software Engineer,60000,5.0,3.0,Distributed Systems (Back-End),Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29398,other,L1,Software Engineering Manager,440000,10.0,5.0,Full Stack,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
29399,microsoft,other,Product Manager,204000,10.0,1.0,Product,Male,4039,0.0,0,1,0,0,0,0,1,0,0,0
29403,other,other,Data Scientist,75000,3.0,3.0,other,Female,8198,602.0,0,1,0,0,0,0,1,0,0,0
29404,other,other,Software Engineer,136000,4.0,4.0,Data,Female,40303,511.0,1,0,0,0,0,0,0,0,0,1
29405,other,L4,Business Analyst,150000,2.0,1.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29406,microsoft,other,Technical Program Manager,269000,20.0,10.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29408,other,other,Software Engineer,110000,1.0,0.0,other,Male,11470,819.0,0,1,0,0,0,0,1,0,0,0
29409,amazon,L4,Software Engineer,157000,0.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
29411,other,L3,Business Analyst,72000,1.0,1.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
29414,other,Senior Software Engineer,Software Engineer,262000,4.0,0.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
29415,amazon,L5,Software Engineer,282000,3.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29417,microsoft,other,Software Engineer,340000,15.0,13.0,Web Development (Front-End),Male,11521,819.0,1,0,0,0,0,0,1,0,0,0
29418,other,L5,other,456000,13.0,3.0,Technical,Female,7419,807.0,1,0,0,0,0,0,1,0,0,0
29420,other,Senior Software Engineer,Software Engineer,226000,5.0,2.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
29421,other,L3,Software Engineer,197000,2.0,1.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,0,0,0,1,0
29422,other,other,Software Engineer,60000,2.0,2.0,other,Male,40303,511.0,0,1,0,0,0,0,0,0,1,0
29424,amazon,L6,Product Manager,333000,14.0,4.0,Product,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
29427,other,Senior Software Engineer,Software Engineer,133000,5.0,5.0,Distributed Systems (Back-End),Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
29428,microsoft,other,Software Engineer,177000,0.0,0.0,API Development (Back-End),Male,11470,819.0,1,0,0,0,0,1,0,0,0,0
29429,other,L1,other,81000,1.0,1.0,other,Male,13027,803.0,0,1,0,0,0,0,1,0,0,0
29431,other,other,Software Engineer,151000,5.0,5.0,Full Stack,Female,8816,506.0,0,1,0,0,0,0,1,0,0,0
29433,other,other,Software Engineer,54000,3.0,2.0,Full Stack,Male,11342,511.0,0,1,0,0,0,0,0,0,0,1
29436,other,other,Data Scientist,105000,9.0,5.0,Data,Male,9594,517.0,1,0,0,0,0,1,0,0,0,0
29440,other,Senior Software Engineer,Software Engineer,605000,7.0,2.0,Data,Male,7275,803.0,0,1,0,0,0,1,0,0,0,0
29441,other,other,Software Engineer,132000,15.0,9.0,Full Stack,Male,11204,623.0,0,1,0,0,0,1,0,0,0,0
29442,other,other,Software Engineer,76000,2.0,2.0,Distributed Systems (Back-End),Male,9364,616.0,0,1,0,0,0,1,0,0,0,0
29445,other,other,Software Engineer,140000,3.0,0.0,Web Development (Front-End),Male,8821,506.0,1,0,0,0,0,0,0,0,1,0
29446,other,other,Software Engineer,207000,4.0,4.0,Distributed Systems (Back-End),Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
29447,other,L4,Software Engineer,163000,6.0,3.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29448,other,other,Management Consultant,190000,7.0,7.0,Technical,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29449,microsoft,other,Software Engineer,155000,5.0,1.0,Data,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
29452,other,L6,Software Engineer,15000,2.0,2.0,Full Stack,Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
29454,microsoft,other,Software Engineer,178000,4.0,0.0,Distributed Systems (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
29455,other,other,Software Engineer,154000,4.0,0.0,API Development (Back-End),Male,10965,635.0,0,1,0,0,0,0,0,0,0,1
29457,google,L3,Software Engineer,224000,2.0,0.0,other,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
29458,other,other,Product Designer,285000,10.0,3.0,User Experience (UX),Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
29459,microsoft,other,Software Engineer,95000,7.0,3.0,Distributed Systems (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
29462,other,other,Management Consultant,51000,11.0,4.0,other,Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
29463,other,other,Data Scientist,77000,3.0,1.0,ML / AI,Male,3651,0.0,1,0,0,0,0,1,0,0,0,0
29464,salesforce,other,Software Engineer,63000,7.0,0.0,Full Stack,Male,6453,0.0,1,0,0,0,0,1,0,0,0,0
29467,other,other,Software Engineer,108000,2.0,0.0,other,Male,11434,556.0,0,1,0,0,0,1,0,0,0,0
29468,other,other,Software Engineer,27000,12.0,10.0,other,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29471,other,other,Software Engineer,175000,5.0,3.0,Distributed Systems (Back-End),Female,10182,501.0,1,0,0,0,0,0,0,0,1,0
29472,oracle,other,Software Engineer,365000,4.0,4.0,DevOps,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
29473,facebook,other,Software Engineer,130000,0.0,0.0,API Development (Back-End),Male,12008,0.0,0,1,0,0,0,0,1,0,0,0
29474,other,other,Software Engineer,42000,1.0,1.0,Data,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29475,other,other,Business Analyst,110000,5.0,3.0,other,Male,10646,504.0,1,0,0,0,0,1,0,0,0,0
29476,other,other,Management Consultant,200000,7.0,1.0,other,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
29479,other,other,Software Engineer,132000,6.0,6.0,API Development (Back-End),Male,10485,820.0,1,0,0,0,0,1,0,0,0,0
29482,amazon,L5,other,130000,3.0,3.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
29484,other,L5,other,183000,7.0,1.0,other,Female,10919,659.0,0,1,0,0,0,0,1,0,0,0
29488,other,other,Solution Architect,162000,18.0,5.0,other,Male,11670,508.0,0,0,1,0,0,0,1,0,0,0
29489,other,L5,Solution Architect,153000,12.0,11.0,other,Male,7124,807.0,0,0,0,1,0,0,1,0,0,0
29490,other,other,Hardware Engineer,350000,20.0,12.0,other,Male,10965,635.0,1,0,0,0,0,0,1,0,0,0
29494,other,L6,other,152000,8.0,4.0,other,Female,8660,529.0,0,1,0,0,0,0,1,0,0,0
29495,google,L3,other,94000,3.0,1.0,ML / AI,Male,4015,0.0,1,0,0,0,0,0,1,0,0,0
29496,google,L5,Technical Program Manager,265000,19.0,2.0,Data,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29497,other,other,Product Designer,220000,10.0,4.0,User Experience (UX),Male,11470,819.0,0,1,0,0,0,0,1,0,0,0
29500,other,other,Software Engineer,164000,4.0,1.0,Full Stack,Male,10104,501.0,0,1,0,0,0,0,1,0,0,0
29501,salesforce,other,Software Engineer,169000,4.0,4.0,Full Stack,Male,8399,527.0,0,1,0,0,0,0,1,0,0,0
29503,other,L3,Product Designer,48000,10.0,3.0,User Experience (UX),Male,4680,0.0,1,0,0,0,0,0,1,0,0,0
29504,microsoft,other,Software Engineer,215000,7.0,3.0,API Development (Back-End),Male,11582,669.0,1,0,0,0,0,0,1,0,0,0
29506,microsoft,other,other,166000,10.0,4.0,Product,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
29507,other,other,other,250000,30.0,20.0,other,Female,11521,819.0,0,1,0,0,0,0,1,0,0,0
29508,other,other,Software Engineer,61000,2.0,1.0,Distributed Systems (Back-End),Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29509,microsoft,other,Software Engineering Manager,381000,22.0,17.0,Full Stack,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
29510,amazon,L7,other,329000,25.0,0.0,other,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
29511,other,IC4,other,176000,15.0,2.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
29514,other,other,Software Engineer,250000,0.0,0.0,other,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
29516,other,L6,Software Engineer,140000,8.0,0.0,Web Development (Front-End),Male,1206,0.0,0,1,0,0,0,1,0,0,0,0
29517,other,IC4,Product Designer,365000,10.0,1.0,User Experience (UX),Female,7434,807.0,0,1,0,0,0,1,0,0,0,0
29518,ibm,other,Software Engineering Manager,215000,18.0,15.0,ML / AI,Male,10965,635.0,1,0,0,0,0,0,1,0,0,0
29521,other,L3,Software Engineer,118000,5.0,0.0,Distributed Systems (Back-End),Male,1267,650.0,0,0,1,0,0,0,1,0,0,0
29522,amazon,L4,Software Engineer,168000,3.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29523,other,other,Product Manager,275000,25.0,1.0,other,Male,11497,819.0,1,0,0,0,0,0,1,0,0,0
29527,other,other,Software Engineer,50000,3.0,1.0,Full Stack,Male,3488,0.0,1,0,0,0,0,1,0,0,0,0
29528,google,L7,Software Engineering Manager,567000,39.0,2.0,other,Male,7472,807.0,0,0,0,0,1,0,1,0,0,0
